Bon_ID,Fil_ID,Datum,Prod_ID,Preis,Anzahl
0101,26003,2021-07-26,1511,1.2400,9
0101,26003,2021-07-26,1518,1.8400,4
0101,26003,2021-07-26,2301,0.7300,2
0101,26003,2021-07-28,1706,1.5600,5
0101,26003,2021-07-30,1301,3.0800,7
0101,26003,2021-07-30,1514,1.6300,7
0101,26003,2021-07-30,1910,1.9300,5
0101,26003,2021-07-31,1104,1.0900,6
0101,26003,2021-07-31,1601,1.5300,3
0101,26003,2021-07-31,1806,3.0500,10
0101,26003,2021-07-31,2312,3.8900,11
0101,26003,2021-08-02,2303,1.5100,2
0101,26003,2021-08-04,1315,1.0000,7
0101,26003,2021-08-04,1904,2.8800,11
0101,26003,2021-08-04,2211,3.9300,5
0101,26003,2021-08-05,1806,2.8300,10
0101,26003,2021-08-09,1902,2.2100,6
0101,26003,2021-08-09,2113,3.4000,12
0101,26003,2021-08-09,2206,0.8100,1
0101,26003,2021-08-10,1405,3.0100,5
0101,26003,2021-08-10,1709,3.2700,7
0101,26003,2021-08-10,1807,3.7400,8
0101,26003,2021-08-10,1906,0.7800,4
0101,26003,2021-08-10,2208,1.0900,5
0101,26003,2021-08-10,2217,1.6500,9
0101,26003,2021-08-10,2306,2.8800,3
0101,26003,2021-08-12,1515,3.5400,7
0101,26003,2021-08-12,1904,2.8800,10
0101,26003,2021-08-12,1909,2.2700,4
0101,26003,2021-08-12,2113,3.4000,6
0101,26003,2021-08-12,2315,4.1000,2
0101,26003,2021-08-13,1006,0.3300,11
0101,26003,2021-08-14,1013,2.5500,8
0101,26003,2021-08-14,1303,1.1400,4
0101,26003,2021-08-15,1103,1.4200,2
0101,26003,2021-08-15,1404,1.0100,6
0101,26003,2021-08-15,2106,0.7900,7
0101,26003,2021-08-15,2314,1.9000,10
0101,26003,2021-08-16,1013,2.5500,9
0101,26003,2021-08-16,1106,1.9200,1
0101,26003,2021-08-16,1407,1.8600,5
0101,26003,2021-08-16,2315,4.1000,12
0101,26003,2021-08-16,2318,0.5700,1
0101,26003,2021-08-17,1804,2.1400,8
0101,26003,2021-08-17,2008,2.5900,1
0101,26003,2021-08-22,1002,1.4000,6
0101,26003,2021-08-22,1706,1.4800,2
0101,26003,2021-08-22,1907,0.6600,10
0101,26003,2021-08-22,2301,0.7000,8
0101,26003,2021-08-22,2303,1.5100,2
0101,26003,2021-08-22,2406,2.7500,2
0101,26003,2021-08-23,1008,3.7700,4
0101,26003,2021-08-23,1113,1.3300,1
0101,26003,2021-08-23,1208,2.2500,11
0101,26003,2021-08-23,1703,0.8500,10
0101,26003,2021-08-23,1704,2.4600,7
0101,26003,2021-08-23,1803,3.1700,9
0101,26003,2021-08-23,2307,3.1100,1
0101,26003,2021-08-24,1706,1.4800,6
0101,26003,2021-08-28,1111,1.6700,7
0101,26003,2021-08-29,1009,3.0100,4
0101,26003,2021-08-29,1201,1.6100,5
0101,26003,2021-08-29,1309,0.6100,9
0101,26003,2021-08-29,1310,2.8800,2
0101,26003,2021-08-29,1316,4.3500,11
0101,26003,2021-08-29,1808,3.9100,9
0101,26003,2021-08-29,2210,2.2300,1
0101,26003,2021-08-29,2406,2.7500,11
0101,26003,2021-08-31,1306,1.3100,12
0101,26003,2021-09-01,1309,0.5700,8
0101,26003,2021-09-01,2003,2.0400,3
0101,26003,2021-09-04,1011,2.7900,5
0101,26003,2021-09-04,1105,2.6300,7
0101,26003,2021-09-04,1312,0.6000,1
0101,26003,2021-09-04,2103,0.4800,4
0101,26003,2021-09-04,2212,4.0900,8
0101,26003,2021-09-04,2318,0.5500,1
0101,26003,2021-09-06,1513,2.1800,9
0101,26003,2021-09-10,1208,2.4000,5
0101,26003,2021-09-10,1209,1.6700,1
0101,26003,2021-09-10,1509,1.1900,2
0101,26003,2021-09-10,1605,1.7700,6
0101,26003,2021-09-10,1707,2.7000,10
0101,26003,2021-09-11,1512,1.7500,4
0101,26003,2021-09-11,2006,1.6000,4
0101,26003,2021-09-11,2008,2.8900,10
0101,26003,2021-09-12,1109,1.5500,10
0101,26003,2021-09-12,1606,0.6900,11
0101,26003,2021-09-12,1911,1.7200,3
0101,26003,2021-09-12,2005,2.6100,1
0101,26003,2021-09-12,2111,3.6000,5
0101,26003,2021-09-12,2205,2.0500,1
0101,26003,2021-09-13,1804,2.0500,9
0101,26003,2021-09-14,1403,1.5300,10
0101,26003,2021-09-14,1411,1.6300,3
0101,26003,2021-09-14,2302,3.3200,2
0101,26003,2021-09-15,1204,1.2400,9
0101,26003,2021-09-15,1206,1.8700,11
0101,26003,2021-09-15,1314,2.0800,4
0101,26003,2021-09-15,1605,1.7700,2
0101,26003,2021-09-15,1911,1.7200,11
0101,26003,2021-09-16,1105,2.6300,7
0101,26003,2021-09-16,1205,1.7600,6
0101,26003,2021-09-16,1311,0.8100,2
0101,26003,2021-09-16,1408,2.8400,12
0101,26003,2021-09-16,1510,3.0100,9
0101,26003,2021-09-16,1805,3.1100,12
0101,26003,2021-09-16,2104,3.5300,1
0101,26003,2021-09-16,2117,2.8600,2
0101,26003,2021-09-20,1409,2.1200,8
0101,26003,2021-09-22,1002,1.4300,3
0101,26003,2021-09-23,1305,1.9900,7
0101,26003,2021-09-23,1601,1.5400,3
0101,26003,2021-09-24,2011,2.2400,11
0101,26003,2021-09-24,2205,2.0500,8
0101,26003,2021-09-24,2308,4.0000,7
0101,26003,2021-09-25,1013,2.7700,10
0101,26003,2021-09-25,1103,1.4100,7
0101,26003,2021-09-25,1306,1.2800,3
0101,26003,2021-09-25,1401,1.4400,3
0101,26003,2021-09-25,1506,0.4800,2
0101,26003,2021-09-25,1509,1.1900,2
0101,26003,2021-09-25,2011,2.2400,6
0101,26003,2021-09-25,2111,3.6000,6
0101,26003,2021-09-26,1506,0.4800,6
0101,26003,2021-09-26,2012,1.4400,6
0101,26003,2021-09-26,2405,1.8200,12
0101,26003,2021-09-27,2013,2.9100,2
0101,26003,2021-09-27,2213,2.4100,2
0101,26003,2021-09-27,2306,3.1700,7
0101,26003,2021-09-28,2001,3.1800,3
0101,26003,2021-09-29,1102,0.9800,3
0101,26003,2021-09-29,1512,1.7500,8
0101,26003,2021-09-29,1513,2.1800,4
0101,26003,2021-09-29,1702,0.2400,4
0101,26003,2021-09-29,2402,0.8100,12
0101,26003,2021-09-30,1007,1.8400,7
0101,26003,2021-09-30,1108,2.8200,4
0101,26003,2021-09-30,1704,2.3000,3
0101,26003,2021-09-30,1906,0.7800,5
0101,26003,2021-09-30,2201,5.0400,7
0101,27001,2021-07-02,1105,2.9300,12
0101,27001,2021-07-02,1306,1.1800,12
0101,27001,2021-07-02,1313,1.4900,10
0101,27001,2021-07-02,1412,0.6300,1
0101,27001,2021-07-02,1702,0.2600,10
0101,27001,2021-07-02,1809,2.7400,4
0101,27001,2021-07-02,2110,3.8100,6
0101,27001,2021-07-02,2304,2.3100,7
0101,27001,2021-07-03,1113,1.2800,11
0101,27001,2021-07-03,1303,1.1400,10
0101,27001,2021-07-03,1510,3.0700,3
0101,27001,2021-07-03,2208,1.1000,12
0101,27001,2021-07-03,2217,1.4000,1
0101,27001,2021-07-03,2404,4.6300,9
0101,27001,2021-07-04,2106,0.7400,11
0101,27001,2021-07-05,1404,1.0500,10
0101,27001,2021-07-05,1905,3.0300,12
0101,27001,2021-07-05,1909,2.4600,5
0101,27001,2021-07-07,1013,2.4700,11
0101,27001,2021-07-07,1103,1.4900,12
0101,27001,2021-07-07,1312,0.6300,1
0101,27001,2021-07-07,1502,0.5200,6
0101,27001,2021-07-07,2107,1.7300,6
0101,27001,2021-07-07,2108,1.5900,10
0101,27001,2021-07-08,2011,2.0200,5
0101,27001,2021-07-09,1008,3.6000,8
0101,27001,2021-07-09,1706,1.5600,8
0101,27001,2021-07-09,2004,4.3500,3
0101,27001,2021-07-09,2117,2.6500,12
0101,27001,2021-07-10,1911,1.8800,5
0101,27001,2021-07-10,2116,2.3100,6
0101,27001,2021-07-11,1514,1.6300,1
0101,27001,2021-07-11,2308,4.3700,5
0101,27001,2021-07-14,1603,3.4200,1
0101,27001,2021-07-14,2217,1.4000,12
0101,27001,2021-07-16,1301,3.0800,7
0101,27001,2021-07-17,1518,1.8400,12
0101,27001,2021-07-17,2009,1.4900,12
0101,27001,2021-07-20,2201,4.6700,11
0101,27001,2021-07-22,1305,2.0900,7
0101,27001,2021-07-22,1403,1.4000,3
0101,27001,2021-07-22,2011,2.0200,9
0101,27001,2021-07-22,2207,0.4500,10
0101,27001,2021-07-24,1307,1.8900,9
0101,27001,2021-07-24,1802,0.9300,7
0101,27001,2021-07-24,2101,2.5200,9
0101,27001,2021-07-24,2314,1.8500,1
0101,27001,2021-07-24,2406,3.0400,10
0101,27001,2021-07-25,1005,1.2100,11
0101,27001,2021-07-25,1314,1.8700,11
0101,27001,2021-07-25,2009,1.4900,4
0101,27001,2021-07-25,2204,1.2800,5
0101,27001,2021-07-27,1807,3.8300,5
0101,27001,2021-07-30,1108,2.8800,6
0101,27001,2021-07-30,1207,4.4500,12
0101,27001,2021-07-30,2306,2.9800,10
0101,27001,2021-07-30,2316,2.2300,9
0101,27001,2021-08-02,1407,1.8600,10
0101,27001,2021-08-02,2403,0.7300,6
0101,27001,2021-08-03,1001,2.8500,3
0101,27001,2021-08-03,1012,1.2500,6
0101,27001,2021-08-03,1102,0.8600,8
0101,27001,2021-08-03,1104,1.0700,11
0101,27001,2021-08-03,1312,0.5500,11
0101,27001,2021-08-03,1908,3.1300,6
0101,27001,2021-08-03,2405,1.7000,10
0101,27001,2021-08-05,1101,1.7900,4
0101,27001,2021-08-05,1305,2.0300,12
0101,27001,2021-08-05,1314,1.9000,6
0101,27001,2021-08-05,1902,2.2100,11
0101,27001,2021-08-05,1907,0.6600,12
0101,27001,2021-08-05,2311,4.0200,1
0101,27001,2021-08-05,2312,3.7100,6
0101,27001,2021-08-10,1201,1.6100,11
0101,27001,2021-08-10,2004,4.7500,9
0101,27001,2021-08-10,2109,4.4200,9
0101,27001,2021-08-13,1002,1.4000,7
0101,27001,2021-08-13,1107,0.7800,5
0101,27001,2021-08-13,1205,1.8800,5
0101,27001,2021-08-13,1909,2.2700,5
0101,27001,2021-08-13,2215,2.5600,12
0101,27001,2021-08-13,2315,4.1000,10
0101,27001,2021-08-15,1002,1.4000,5
0101,27001,2021-08-15,1516,3.3200,7
0101,27001,2021-08-16,1509,1.2000,9
0101,27001,2021-08-16,1912,0.5900,4
0101,27001,2021-08-17,1509,1.2000,4
0101,27001,2021-08-17,1513,2.1100,1
0101,27001,2021-08-17,1608,3.0400,6
0101,27001,2021-08-17,2201,4.4000,3
0101,27001,2021-08-17,2213,2.4800,6
0101,27001,2021-08-19,1403,1.3500,10
0101,27001,2021-08-20,1609,0.7700,8
0101,27001,2021-08-21,2117,2.8200,9
0101,27001,2021-08-24,2002,2.0100,8
0101,27001,2021-08-27,2201,4.4000,1
0101,27001,2021-08-30,2011,2.1700,8
0101,27001,2021-08-31,1012,1.2500,8
0101,27001,2021-08-31,1406,3.1500,2
0101,27001,2021-08-31,1409,2.0700,11
0101,27001,2021-08-31,1608,3.0400,9
0101,27001,2021-09-01,1513,2.1800,3
0101,27001,2021-09-01,1808,3.7700,11
0101,27001,2021-09-01,2005,2.6100,6
0101,27001,2021-09-01,2006,1.6000,2
0101,27001,2021-09-01,2205,2.0500,8
0101,27001,2021-09-01,2317,1.8700,12
0101,27001,2021-09-02,1103,1.4100,1
0101,27001,2021-09-02,1308,3.6500,4
0101,27001,2021-09-02,1407,1.7100,2
0101,27001,2021-09-02,1516,3.4800,12
0101,27001,2021-09-02,1807,3.5300,4
0101,27001,2021-09-02,2215,2.6400,4
0101,27001,2021-09-03,2106,0.8600,7
0101,27001,2021-09-07,1403,1.5300,6
0101,27001,2021-09-07,1604,1.5400,6
0101,27001,2021-09-07,2113,3.7500,7
0101,27001,2021-09-07,2301,0.7100,12
0101,27001,2021-09-09,1701,1.2000,3
0101,27001,2021-09-09,1706,1.4000,3
0101,27001,2021-09-09,2311,3.9800,4
0101,27001,2021-09-10,1006,0.2900,3
0101,27001,2021-09-10,1008,3.3500,3
0101,27001,2021-09-10,1318,4.1000,6
0101,27001,2021-09-10,2106,0.8600,9
0101,27001,2021-09-10,2205,2.0500,6
0101,27001,2021-09-10,2215,2.6400,11
0101,27001,2021-09-10,2216,1.1000,11
0101,27001,2021-09-10,2316,2.4400,5
0101,27001,2021-09-11,1906,0.7800,8
0101,27001,2021-09-12,1108,2.8200,10
0101,27001,2021-09-12,1509,1.1900,3
0101,27001,2021-09-12,1517,4.0400,1
0101,27001,2021-09-12,1806,3.1600,12
0101,27001,2021-09-12,1905,3.3600,3
0101,27001,2021-09-12,2110,3.3600,3
0101,27001,2021-09-12,2215,2.6400,10
0101,27001,2021-09-12,2307,3.3000,2
0101,27001,2021-09-13,1006,0.2900,5
0101,27001,2021-09-13,1113,1.3100,6
0101,27001,2021-09-13,1405,2.8400,12
0101,27001,2021-09-13,1807,3.5300,4
0101,27001,2021-09-14,2308,4.0000,6
0101,27001,2021-09-16,1516,3.4800,2
0101,27001,2021-09-16,1705,1.4500,11
0101,27001,2021-09-17,1303,1.1900,8
0101,27001,2021-09-17,2009,1.6500,10
0101,27001,2021-09-18,1207,4.3700,7
0101,27001,2021-09-21,1904,3.0000,3
0101,27001,2021-09-24,1311,0.8100,12
0101,27001,2021-09-24,1503,1.2500,4
0101,27001,2021-09-24,2212,4.0900,4
0101,27001,2021-09-25,1202,2.0700,8
0101,27001,2021-09-25,1518,2.0000,3
0101,27001,2021-09-25,1608,3.0600,3
0101,27001,2021-09-25,2115,3.6000,3
0101,27001,2021-09-25,2210,2.1900,11
0101,27001,2021-09-26,1113,1.3100,6
0101,27001,2021-09-28,1112,1.6300,4
0101,27001,2021-09-29,1405,2.8400,11
0101,27001,2021-09-29,1515,3.2600,10
0101,27001,2021-09-29,2218,4.3600,7
0101,27001,2021-09-30,1607,1.7800,9
0101,27001,2021-09-30,1702,0.2400,10
0101,27001,2021-09-30,2103,0.4800,6
0101,27002,2021-07-01,1409,2.0100,12
0101,27002,2021-07-02,1105,2.9300,4
0101,27002,2021-07-03,1804,2.0900,7
0101,27002,2021-07-04,1111,1.6100,3
0101,27002,2021-07-05,1804,2.0900,6
0101,27002,2021-07-06,1802,0.9300,4
0101,27002,2021-07-06,2117,2.6500,7
0101,27002,2021-07-06,2308,4.3700,4
0101,27002,2021-07-08,1102,0.9300,4
0101,27002,2021-07-08,1315,0.8800,1
0101,27002,2021-07-08,1503,1.2100,12
0101,27002,2021-07-08,1504,0.6900,12
0101,27002,2021-07-08,2316,2.2300,2
0101,27002,2021-07-09,1406,3.2400,11
0101,27002,2021-07-09,1514,1.6300,9
0101,27002,2021-07-09,2011,2.0200,1
0101,27002,2021-07-11,1513,2.0500,3
0101,27002,2021-07-11,1909,2.4600,10
0101,27002,2021-07-14,1411,1.6500,7
0101,27002,2021-07-14,1517,4.0400,3
0101,27002,2021-07-14,1602,0.9300,12
0101,27002,2021-07-18,1809,2.7400,12
0101,27002,2021-07-18,2304,2.3100,2
0101,27002,2021-07-19,1012,1.1500,7
0101,27002,2021-07-19,1201,1.7400,5
0101,27002,2021-07-19,1314,1.8700,9
0101,27002,2021-07-19,1403,1.4000,10
0101,27002,2021-07-19,1503,1.2100,3
0101,27002,2021-07-19,1906,0.8400,2
0101,27002,2021-07-19,2011,2.0200,2
0101,27002,2021-07-19,2205,2.2100,11
0101,27002,2021-07-20,1205,1.9100,9
0101,27002,2021-07-20,2002,2.3000,8
0101,27002,2021-07-20,2104,3.8300,12
0101,27002,2021-07-20,2107,1.7300,6
0101,27002,2021-07-20,2214,1.0000,3
0101,27002,2021-07-20,2409,1.8000,9
0101,27002,2021-07-24,1208,2.5400,8
0101,27002,2021-07-24,1410,2.6000,9
0101,27002,2021-07-24,2401,0.4000,5
0101,27002,2021-07-26,1204,1.2400,2
0101,27002,2021-07-30,1706,1.5600,11
0101,27002,2021-08-02,1909,2.2700,5
0101,27002,2021-08-02,2102,1.1200,9
0101,27002,2021-08-02,2204,1.2600,7
0101,27002,2021-08-03,1005,1.3400,6
0101,27002,2021-08-03,1108,2.9300,5
0101,27002,2021-08-03,1302,0.9700,10
0101,27002,2021-08-05,1413,1.6500,9
0101,27002,2021-08-05,1608,3.0400,9
0101,27002,2021-08-05,2201,4.4000,5
0101,27002,2021-08-07,1514,1.7300,7
0101,27002,2021-08-08,1318,4.5100,2
0101,27002,2021-08-08,1608,3.0400,8
0101,27002,2021-08-10,2012,1.5100,11
0101,27002,2021-08-11,1912,0.5900,5
0101,27002,2021-08-12,1310,2.8800,4
0101,27002,2021-08-12,1314,1.9000,12
0101,27002,2021-08-12,1606,0.7000,9
0101,27002,2021-08-13,1001,2.8500,6
0101,27002,2021-08-14,1001,2.8500,8
0101,27002,2021-08-14,2103,0.4700,1
0101,27002,2021-08-16,1301,3.2800,5
0101,27002,2021-08-18,1011,2.4700,7
0101,27002,2021-08-18,1206,1.7000,11
0101,27002,2021-08-18,1308,3.6500,8
0101,27002,2021-08-18,1406,3.1500,7
0101,27002,2021-08-18,1902,2.2100,2
0101,27002,2021-08-19,1202,2.0500,5
0101,27002,2021-08-19,1313,1.5700,9
0101,27002,2021-08-19,1503,1.1000,3
0101,27002,2021-08-19,2008,2.5900,8
0101,27002,2021-08-19,2206,0.8100,6
0101,27002,2021-08-19,2217,1.6500,1
0101,27002,2021-08-19,2301,0.7000,11
0101,27002,2021-08-21,2107,1.6900,6
0101,27002,2021-08-23,1001,2.8500,11
0101,27002,2021-08-23,1006,0.3300,10
0101,27002,2021-08-23,1609,0.7700,12
0101,27002,2021-08-23,1809,2.5400,7
0101,27002,2021-08-23,2207,0.3800,5
0101,27002,2021-08-23,2405,1.7000,4
0101,27002,2021-08-26,1010,2.3300,3
0101,27002,2021-08-26,1907,0.6600,4
0101,27002,2021-08-30,1405,3.0100,7
0101,27002,2021-08-30,1411,1.7100,12
0101,27002,2021-08-31,1005,1.3400,12
0101,27002,2021-08-31,1206,1.7000,12
0101,27002,2021-08-31,1405,3.0100,4
0101,27002,2021-08-31,1806,2.8300,12
0101,27002,2021-08-31,1904,2.8800,7
0101,27002,2021-08-31,2109,4.4200,8
0101,27002,2021-09-08,1307,1.7700,6
0101,27002,2021-09-09,1704,2.3000,9
0101,27002,2021-09-09,2012,1.4400,4
0101,27002,2021-09-09,2111,3.6000,2
0101,27002,2021-09-09,2302,3.3200,10
0101,27002,2021-09-10,1913,4.5200,7
0101,27002,2021-09-10,2309,0.8100,5
0101,27002,2021-09-11,1608,3.0600,4
0101,27002,2021-09-11,1913,4.5200,8
0101,27002,2021-09-11,2205,2.0500,5
0101,27002,2021-09-13,1003,3.5600,5
0101,27002,2021-09-13,1408,2.8400,2
0101,27002,2021-09-13,1601,1.5400,9
0101,27002,2021-09-13,2012,1.4400,2
0101,27002,2021-09-13,2110,3.3600,6
0101,27002,2021-09-13,2206,0.8700,1
0101,27002,2021-09-15,1012,1.1900,11
0101,27002,2021-09-15,2106,0.8600,11
0101,27002,2021-09-16,1111,1.6500,10
0101,27002,2021-09-16,1512,1.7500,3
0101,27002,2021-09-17,1517,4.0400,10
0101,27002,2021-09-18,1202,2.0700,6
0101,27002,2021-09-18,1305,1.9900,2
0101,27002,2021-09-18,1318,4.1000,8
0101,27002,2021-09-18,1507,2.3300,4
0101,27002,2021-09-18,1511,1.4200,12
0101,27002,2021-09-18,1901,1.5900,5
0101,27002,2021-09-18,2316,2.4400,10
0101,27002,2021-09-19,1706,1.4000,6
0101,27002,2021-09-20,1316,3.8300,7
0101,27002,2021-09-24,1011,2.7900,10
0101,27002,2021-09-24,1502,0.4900,1
0101,27002,2021-09-24,1513,2.1800,4
0101,27002,2021-09-24,1517,4.0400,2
0101,27002,2021-09-27,2117,2.8600,2
0101,27002,2021-09-29,1412,0.6100,10
0101,27002,2021-09-30,1008,3.3500,1
0101,27002,2021-09-30,1106,2.1000,9
0101,27002,2021-09-30,1111,1.6500,10
0101,27002,2021-09-30,1313,1.5600,9
0101,27002,2021-09-30,1407,1.7100,11
0101,27002,2021-09-30,1408,2.8400,3
0101,27002,2021-09-30,1503,1.2500,5
0101,28001,2021-07-01,1011,2.5800,12
0101,28001,2021-07-01,2203,1.1800,11
0101,28001,2021-07-01,2204,1.2800,3
0101,28001,2021-07-01,2317,1.8900,2
0101,28001,2021-07-03,1002,1.5500,9
0101,28001,2021-07-06,2205,2.2100,6
0101,28001,2021-07-07,1804,2.0900,4
0101,28001,2021-07-07,1907,0.7500,12
0101,28001,2021-07-09,1517,4.0400,12
0101,28001,2021-07-10,1113,1.2800,11
0101,28001,2021-07-11,1109,1.4500,2
0101,28001,2021-07-11,1110,1.1300,10
0101,28001,2021-07-11,2011,2.0200,2
0101,28001,2021-07-11,2109,4.7200,7
0101,28001,2021-07-12,1011,2.5800,4
0101,28001,2021-07-12,1307,1.8900,6
0101,28001,2021-07-13,1001,3.0500,10
0101,28001,2021-07-14,1111,1.6100,6
0101,28001,2021-07-14,2001,3.1800,10
0101,28001,2021-07-15,1108,2.8800,9
0101,28001,2021-07-15,1709,3.1100,3
0101,28001,2021-07-17,1301,3.0800,7
0101,28001,2021-07-17,1807,3.8300,9
0101,28001,2021-07-17,1909,2.4600,3
0101,28001,2021-07-17,1911,1.8800,9
0101,28001,2021-07-17,2006,1.5200,4
0101,28001,2021-07-17,2204,1.2800,2
0101,28001,2021-07-17,2215,2.6000,5
0101,28001,2021-07-18,1514,1.6300,10
0101,28001,2021-07-20,2201,4.6700,3
0101,28001,2021-07-21,2215,2.6000,5
0101,28001,2021-07-22,2318,0.5300,10
0101,28001,2021-07-23,1507,2.1300,6
0101,28001,2021-07-24,1907,0.7500,11
0101,28001,2021-07-24,2318,0.5300,7
0101,28001,2021-07-29,1310,2.6300,12
0101,28001,2021-07-29,1902,1.9700,10
0101,28001,2021-07-29,2208,1.1000,8
0101,28001,2021-08-02,1001,2.8500,8
0101,28001,2021-08-02,1409,2.0700,5
0101,28001,2021-08-04,1007,1.8600,10
0101,28001,2021-08-04,1315,1.0000,3
0101,28001,2021-08-04,1504,0.7500,10
0101,28001,2021-08-04,1606,0.7000,1
0101,28001,2021-08-04,1701,1.1900,4
0101,28001,2021-08-04,2003,2.0700,10
0101,28001,2021-08-04,2316,2.4900,5
0101,28001,2021-08-06,1506,0.4500,6
0101,28001,2021-08-10,1101,1.7900,1
0101,28001,2021-08-10,1408,2.7900,12
0101,28001,2021-08-10,2105,0.6600,2
0101,28001,2021-08-17,1112,1.6000,5
0101,28001,2021-08-18,1209,1.6300,4
0101,28001,2021-08-18,1605,1.7200,10
0101,28001,2021-08-18,2303,1.5100,1
0101,28001,2021-08-18,2309,0.8200,1
0101,28001,2021-08-18,2402,0.8100,8
0101,28001,2021-08-20,1501,1.2400,8
0101,28001,2021-08-22,1009,3.0100,9
0101,28001,2021-08-22,1310,2.8800,7
0101,28001,2021-08-22,1317,2.0100,10
0101,28001,2021-08-22,1402,2.2300,7
0101,28001,2021-08-22,1604,1.5200,11
0101,28001,2021-08-22,1703,0.8500,2
0101,28001,2021-08-22,1801,2.6100,2
0101,28001,2021-08-22,2217,1.6500,2
0101,28001,2021-08-23,1405,3.0100,5
0101,28001,2021-08-25,1904,2.8800,10
0101,28001,2021-08-26,1314,1.9000,3
0101,28001,2021-08-26,1406,3.1500,6
0101,28001,2021-08-26,2203,1.0400,2
0101,28001,2021-08-26,2205,2.2200,2
0101,28001,2021-08-26,2212,4.1200,9
0101,28001,2021-08-27,1009,3.0100,7
0101,28001,2021-08-27,1406,3.1500,11
0101,28001,2021-08-27,1806,2.8300,4
0101,28001,2021-08-27,2012,1.5100,8
0101,28001,2021-08-27,2115,3.8000,9
0101,28001,2021-08-28,1604,1.5200,2
0101,28001,2021-08-28,1605,1.7200,6
0101,28001,2021-08-28,1806,2.8300,3
0101,28001,2021-08-28,1913,4.4300,2
0101,28001,2021-08-28,2408,1.3900,7
0101,28001,2021-08-29,1510,3.0900,12
0101,28001,2021-08-29,1515,3.5400,11
0101,28001,2021-09-03,1309,0.5700,10
0101,28001,2021-09-03,2117,2.8600,12
0101,28001,2021-09-04,1411,1.6300,10
0101,28001,2021-09-04,2011,2.2400,9
0101,28001,2021-09-07,1903,3.3200,9
0101,28001,2021-09-07,2205,2.0500,10
0101,28001,2021-09-09,1305,1.9900,7
0101,28001,2021-09-11,1516,3.4800,9
0101,28001,2021-09-12,2316,2.4400,12
0101,28001,2021-09-15,1013,2.7700,10
0101,28001,2021-09-15,1208,2.4000,4
0101,28001,2021-09-15,2007,1.8200,2
0101,28001,2021-09-16,1111,1.6500,5
0101,28001,2021-09-16,1201,1.7200,3
0101,28001,2021-09-16,1314,2.0800,3
0101,28001,2021-09-17,1911,1.7200,1
0101,28001,2021-09-19,1302,1.0200,5
0101,28001,2021-09-19,1310,2.4900,6
0101,28001,2021-09-19,1315,0.9800,2
0101,28001,2021-09-20,1106,2.1000,7
0101,28001,2021-09-20,1310,2.4900,10
0101,28001,2021-09-20,1407,1.7100,1
0101,28001,2021-09-21,2001,3.1800,12
0101,28001,2021-09-23,1007,1.8400,1
0101,28001,2021-09-23,1013,2.7700,9
0101,28001,2021-09-23,1204,1.2400,2
0101,28001,2021-09-23,1209,1.6700,6
0101,28001,2021-09-23,1307,1.7700,12
0101,28001,2021-09-23,1315,0.9800,2
0101,28001,2021-09-23,1607,1.7800,11
0101,28001,2021-09-23,2106,0.8600,1
0101,28001,2021-09-24,2201,5.0400,6
0101,28001,2021-09-25,2101,2.4600,3
0101,28001,2021-09-25,2112,2.7200,12
0101,28001,2021-09-25,2318,0.5500,10
0101,28001,2021-09-28,1201,1.7200,9
0101,28001,2021-09-28,1203,2.3900,2
0101,28001,2021-09-28,1809,2.9000,12
0101,28001,2021-09-28,2303,1.3500,4
0101,28001,2021-09-30,1011,2.7900,10
0101,28001,2021-09-30,2309,0.8100,11
0101,28002,2021-07-01,2111,3.4800,7
0101,28002,2021-07-03,1008,3.6000,9
0101,28002,2021-07-03,1209,1.6800,2
0101,28002,2021-07-03,1515,3.5400,3
0101,28002,2021-07-03,1702,0.2600,9
0101,28002,2021-07-03,2003,1.8500,9
0101,28002,2021-07-03,2009,1.4900,9
0101,28002,2021-07-08,1601,1.5300,6
0101,28002,2021-07-08,2308,4.3700,1
0101,28002,2021-07-14,1306,1.1800,4
0101,28002,2021-07-14,1502,0.5200,11
0101,28002,2021-07-14,2204,1.2800,11
0101,28002,2021-07-14,2205,2.2100,8
0101,28002,2021-07-14,2213,2.4600,5
0101,28002,2021-07-14,2217,1.4000,1
0101,28002,2021-07-15,2106,0.7400,3
0101,28002,2021-07-17,1105,2.9300,7
0101,28002,2021-07-18,1301,3.0800,7
0101,28002,2021-07-20,1201,1.7400,3
0101,28002,2021-07-20,2113,3.4900,12
0101,28002,2021-07-20,2404,4.6300,8
0101,28002,2021-07-21,1011,2.5800,7
0101,28002,2021-07-25,1412,0.6300,1
0101,28002,2021-07-26,1108,2.8800,11
0101,28002,2021-07-27,1901,1.6300,3
0101,28002,2021-07-27,1904,2.5800,8
0101,28002,2021-08-01,1510,3.0900,9
0101,28002,2021-08-03,2101,2.7400,5
0101,28002,2021-08-07,1105,2.6000,7
0101,28002,2021-08-07,1601,1.6000,3
0101,28002,2021-08-07,1605,1.7200,12
0101,28002,2021-08-07,1804,2.1400,5
0101,28002,2021-08-07,2209,2.5900,8
0101,28002,2021-08-07,2213,2.4800,6
0101,28002,2021-08-08,2011,2.1700,6
0101,28002,2021-08-08,2013,3.0700,5
0101,28002,2021-08-10,1408,2.7900,3
0101,28002,2021-08-11,2006,1.4800,8
0101,28002,2021-08-13,2117,2.8200,1
0101,28002,2021-08-15,1411,1.7100,3
